"Lat","Lon","Code","Vel","Network","Description"
34.48600,-117.98000,23595,724,CDMG,'Littlerock - Brainard Canyon'
34.49200,-118.32700,24047,372,CDMG,'Vasquez Rocks Park'
34.51100,-119.27300,25090,464,CDMG,'Wheeler Gorge'
34.52100,-120.33800,26971,301,CDMG,'Lompoc - Hwy 1 & El Jaro Creek'
34.54600,-118.12900,24706,301,CDMG,'Palmdale - Hwy 14/Barrel Springs Bridge'
34.56000,-115.74300,21081,301,CDMG,'Amboy'
34.56400,-118.64200,24278,372,CDMG,'Castaic - Old Ridge Route'
34.57100,-118.56000,24607,464,CDMG,'Lake Hughes #12A'
34.57200,-118.03000,24965,301,CDMG,'Palmdale - 55th St East & Ave R'
34.58000,-118.19900,24576,301,CDMG,'Anaverde Valley - City Ranch'
34.58100,-118.13500,24521,301,CDMG,'Palmdale - Hwy 14 & Palmdale Blvd'
34.58600,-117.72800,23585,301,CDMG,'Palmdale - Black Butte'
34.59400,-118.24200,24305,372,CDMG,'Leona Valley #1'
34.59500,-118.24300,24306,372,CDMG,'Leona Valley #2'
34.59600,-118.24300,24307,372,CDMG,'Leona Valley #3'
34.59800,-118.24200,24308,372,CDMG,'Leona Valley #4'
34.60000,-118.24100,24055,301,CDMG,'Leona Valley #5'
34.60200,-118.18200,24967,301,CDMG,'Palmdale - 30th St West & Ave P'
34.60400,-118.24400,24309,372,CDMG,'Leona Valley #6'
34.60800,-118.55800,24272,724,CDMG,'Lake Hughes #9A'
34.65000,-118.47800,24469,301,CDMG,'Lake Hughes #4 - Camp Mendenhall at Tank'
34.65000,-118.47700,24523,724,CDMG,'Lake Hughes #4B - Camp Mendenhall Grnds'
34.66200,-118.38700,24575,301,CDMG,'Elizabeth Lake'
34.67300,-120.49900,26154,372,CDMG,'Lompoc - Prison Farm'
34.67400,-118.43000,24271,301,CDMG,'Lake Hughes #1 - Fire Station #78'
34.68400,-119.35400,25164,464,CDMG,'Cuyama Valley - Ozena'
34.68800,-118.15600,24526,301,CDMG,'Lancaster - 15th & J'
34.70400,-118.42600,24270,724,CDMG,'Fairmont Reservoir - Fairmont Dam R.Abut'
34.71900,-118.58100,24082,301,CDMG,'Sawmill Mountain - Caltech Seismic Sta.'
34.73900,-118.21400,24475,301,CDMG,'Lancaster - Fox Airfield Grounds'
34.74300,-118.72400,24644,724,CDMG,'Sandberg - Bald Mountain'
34.74400,-117.33400,23957,301,CDMG,'Helendale - Helendale & Vista'
34.74900,-119.13100,25029,301,CDMG,'Frazier Park - Lockwood Valley'
34.82700,-118.26500,24274,301,CDMG,'Rosamond - Godde Ranch'
34.84000,-119.06600,25051,301,CDMG,'Frazier Park - Cuddy Valley'
34.84800,-118.53600,24586,301,CDMG,'Neenach - Sacatara Creek'
34.85700,-119.21000,25084,372,CDMG,'Frazier Park - Mt. Abel'
34.86600,-118.88300,24775,686,CDMG,'Grapevine - I5/Lebec Rd Bridge'
34.88700,-117.04700,23559,372,CDMG,'Barstow - Vineyard & H St.'
34.90400,-116.82300,22074,301,CDMG,'Yermo - Fire Station'
34.91900,-120.44100,26152,372,CDMG,'Santa Maria - Caltrans Maint Yard'
34.92900,-117.19800,23956,301,CDMG,'Hinkley - Acacia & Flower'
34.93000,-119.60000,25758,301,CDMG,'Cuyama - Hwy 166/Cuyama River Bridge'
34.93700,-119.52400,25052,301,CDMG,'Cuyama Valley - Mettler Ranch'
34.95600,-118.15900,24269,301,CDMG,'Mojave - Hwy 14 & Backus Rd'
35.00200,-117.65000,33083,301,CDMG,'Boron - Fire Station'
35.02700,-118.79100,34108,301,CDMG,'Wheeler Ridge - Tejon Hills'
35.04200,-118.37700,34237,301,CDMG,'Mojave - Oak Creek Canyon'
35.07000,-118.17500,34093,301,CDMG,'Mojave - Hwys 14 & 58'
35.11400,-119.64500,35109,464,CDMG,'Panorama Hills - Elkhorn Scarp'
35.12200,-118.61200,34030,686,CDMG,'Tehachapi - Cummings Valley'
35.12400,-118.44900,34487,301,CDMG,'Tehachapi - Valley Blvd & Curry St'
35.12600,-118.86000,34107,301,CDMG,'Arvin'
35.20800,-120.45700,36153,372,CDMG,'Lopez Lake'
35.22500,-118.56500,34095,301,CDMG,'Keene - Fire Station (Tehachapi)'
35.26300,-119.81500,35110,464,CDMG,'California Valley - Painted Rock'
35.26800,-116.68400,32577,301,CDMG,'Fort Irwin'
35.27100,-116.06600,32075,301,CDMG,'Baker - Fire Station'
35.27400,-120.88500,36427,372,CDMG,'Point Buchon - Los Osos'
35.30400,-120.02200,36014,301,CDMG,'California Valley'
35.35500,-119.05400,35365,301,CDMG,'Bakersfield - Stockdale & California'
35.36600,-119.92300,35078,464,CDMG,'California Valley - King Ranch'
35.55600,-120.72000,36712,464,CDMG,'Templeton - Hospital Grounds'
35.56200,-118.83300,34085,686,CDMG,'Caliente - Rogers Ranch'
35.57400,-120.12300,36077,301,CDMG,'Choice Valley - Twisselman Ranch'
35.61600,-118.47800,34349,301,CDMG,'Lake Isabella - Kern River Valley'
35.63900,-120.40400,36229,372,CDMG,'Parkfield - Cholame 12W (Sta 12)'
35.65500,-120.37700,36535,301,CDMG,'Shandon - 1-story High School Bldg'
35.67000,-117.81800,33742,301,CDMG,'Ridgecrest - Hwy 395/Brown Road Bridge'
35.67100,-120.35900,36226,301,CDMG,'Parkfield - Cholame 8W (Sta 8)'
35.68400,-120.34200,36451,301,CDMG,'Parkfield - Cholame 6W'
35.69700,-120.32800,36227,301,CDMG,'Parkfield - Cholame 5W (Sta 5)'
35.70500,-120.16900,36510,372,CDMG,'Parkfield - Temblor'
35.70700,-120.31600,36412,301,CDMG,'Parkfield - Cholame 4AW'
35.71800,-120.30400,36411,464,CDMG,'Parkfield - Cholame 4W'
35.72400,-120.29400,36410,301,CDMG,'Parkfield - Cholame 3W'
35.73300,-120.28600,36228,301,CDMG,'Parkfield - Cholame 2W (Sta 2)'
35.73800,-120.50700,36432,464,CDMG,'Parkfield - Gold Hill 6W'
35.74300,-120.27700,36452,301,CDMG,'Parkfield - Cholame 1E'
35.75100,-120.25900,36230,372,CDMG,'Parkfield - Cholame 2E (Temblor II)'
35.75800,-120.30700,36407,301,CDMG,'Parkfield - Fault Zone 1'
35.77000,-120.24700,36450,372,CDMG,'Parkfield - Cholame 3E'
35.77000,-120.47700,36434,464,CDMG,'Parkfield - Gold Hill 5W'
35.78500,-120.44400,36433,464,CDMG,'Parkfield - Gold Hill 4W'
35.78700,-120.33400,36413,301,CDMG,'Parkfield - Fault Zone 2'
35.78800,-120.29400,36419,372,CDMG,'Parkfield - Stone Corral 1E'
35.79600,-120.41100,36420,464,CDMG,'Parkfield - Gold Hill 3W'
35.80300,-120.33400,36408,372,CDMG,'Parkfield - Fault Zone 3'
35.81000,-120.28200,36422,372,CDMG,'Parkfield - Stone Corral 2E'
35.81200,-120.39100,36416,464,CDMG,'Parkfield - Gold Hill 2W'
35.81800,-120.37800,36415,301,CDMG,'Parkfield - Gold Hill 1W'
35.83100,-120.35300,36137,686,CDMG,'Parkfield - Gold Hill 1E'
35.83300,-120.27000,36437,372,CDMG,'Parkfield - Stone Corral 3E'
35.83600,-120.39500,36414,301,CDMG,'Parkfield - Fault Zone 4'
35.84300,-120.34800,36421,301,CDMG,'Parkfield - Gold Hill 2E'
35.84300,-120.28400,36556,372,CDMG,'Parkfield - Stone Corral Array, SW4'
35.84600,-120.28500,36555,372,CDMG,'Parkfield - Stone Corral Array, SW3'
35.85100,-120.28100,36554,372,CDMG,'Parkfield - Stone Corral Array, SW2'
35.85500,-120.28100,36438,372,CDMG,'Parkfield - Stone Corral Array, SW1'
35.85700,-120.27900,36551,372,CDMG,'Parkfield - Stone Corral Array, NE1'
35.85800,-120.27500,36552,464,CDMG,'Parkfield - Stone Corral Array, NE2'
35.85800,-120.28300,36548,372,CDMG,'Parkfield - Stone Corral Array, NW1'
35.85900,-120.42000,36454,464,CDMG,'Parkfield - Fault Zone 6'
35.85900,-120.26800,36553,464,CDMG,'Parkfield - Stone Corral Array, NE3'
35.86100,-120.60000,36441,464,CDMG,'Parkfield - Vineyard Canyon 6W'
35.86200,-120.28500,36549,372,CDMG,'Parkfield - Stone Corral Array, NW2'
35.86300,-120.28600,36550,372,CDMG,'Parkfield - Stone Corral Array, NW3'
35.87000,-120.33400,36439,372,CDMG,'Parkfield - Gold Hill 3E'
35.87100,-120.40400,36431,372,CDMG,'Parkfield - Fault Zone 7'
35.87800,-120.38100,36449,372,CDMG,'Parkfield - Fault Zone 8'
35.87800,-120.35800,36529,372,CDMG,'Parkfield - Turkey Flat #1 (0 & 24m)'
35.87900,-120.44500,36443,464,CDMG,'Parkfield - Fault Zone 9'
35.88200,-120.35000,36520,372,CDMG,'Parkfield - Turkey Flat #2 (0, 10 & 24m)'
35.88500,-120.56500,36440,372,CDMG,'Parkfield - Vineyard Canyon 5W'
35.88600,-120.35000,36519,372,CDMG,'Parkfield - Turkey Flat #3'
35.89200,-120.35200,36518,724,CDMG,'Parkfield - Turkey Flat #4'
35.89600,-120.39800,36453,372,CDMG,'Parkfield - Fault Zone 11'
35.89900,-120.43300,36138,301,CDMG,'Parkfield - Fault Zone 12'
35.90500,-120.55000,36446,372,CDMG,'Parkfield - Vineyard Canyon 4W'
35.90800,-120.45800,36456,301,CDMG,'Parkfield - Fault Zone 14'
35.92100,-120.48100,36445,372,CDMG,'Parkfield - Fault Zone 15'
35.92200,-120.53400,36176,372,CDMG,'Parkfield - Vineyard Canyon 3W'
35.92700,-120.45600,36457,372,CDMG,'Parkfield - Fault Zone 16'
35.92700,-120.50900,36447,301,CDMG,'Parkfield - Vineyard Canyon 2W'
35.93400,-120.49700,36448,372,CDMG,'Parkfield - Vineyard Canyon 1W'
35.95700,-120.48100,36455,301,CDMG,'Parkfield - Vineyard Canyon 1E'
35.96900,-116.27100,32076,301,CDMG,'Death Valley - Shoshone'
35.97300,-120.46700,36177,464,CDMG,'Parkfield - Vineyard Canyon 2E'
36.03400,-120.59000,46175,686,CDMG,'Coalinga - Slack Canyon'
36.15100,-120.35300,46617,301,CDMG,'Coalinga - 14th & Elm (Old CHP)'
36.19100,-120.70800,46174,301,CDMG,'Coalinga - Priest Valley'
36.23900,-121.77400,47729,724,CDMG,'Big Sur - Hwy 1/Pfeiffer Canyon Bridge'
36.25200,-121.78200,47136,724,CDMG,'Big Sur - Pfeiffer State Park'
36.27900,-118.00700,44367,301,CDMG,'Owens Valley - Olancha'
36.32100,-121.24300,47460,301,CDMG,'Greenfield - Police Station'
36.39500,-120.98200,46173,372,CDMG,'Bitterwater - Coalinga Rd.'
36.50300,-120.32000,46314,301,CDMG,'Cantua Creek School'
36.50400,-116.86900,42079,301,CDMG,'Death Valley - Furnace Creek'
36.52100,-121.08400,47288,372,CDMG,'San Benito'
36.59700,-121.89700,47377,686,CDMG,'Monterey - City Hall'
36.60100,-118.06000,44015,301,CDMG,'Lone Pine A'
36.67100,-121.64200,47179,301,CDMG,'Salinas - City Yard'
36.69700,-121.63400,47762,301,CDMG,'Salinas - County Hospital Grounds'
36.73400,-119.48600,45045,301,CDMG,'Fresno - Centerville'
36.75300,-121.39500,47189,686,CDMG,'Hollister - SAGO South'
36.75500,-120.38200,46073,301,CDMG,'Mendota - Fire Station'
36.78800,-118.67400,44435,686,CDMG,'Kings Canyon Natl Park - Cedar Grove A'
36.81300,-119.74600,45010,464,CDMG,'Fresno - State University'
36.84600,-121.53600,47126,372,CDMG,'San Juan Bautista - Fire Station'
36.84800,-121.39700,47524,372,CDMG,'Hollister - South & Pine'
36.90700,-121.78100,47707,301,CDMG,'Watsonville - Hwy1/Struve Slough Bridge'
36.97200,-121.90900,47750,372,CDMG,'Aptos - Seacliff Bluff Array'
36.97300,-121.95300,47125,464,CDMG,'Capitola - Fire Station'
36.97300,-121.56800,47006,372,CDMG,'Gilroy - Gavilan College Science Bld'
36.97300,-121.57200,47379,724,CDMG,'Gilroy #1 - Gavilan College Tank Grnds'
36.97800,-122.02100,48906,301,CDMG,'Santa Cruz - County Office Bldg Grounds'
36.98200,-121.55600,47380,301,CDMG,'Gilroy #2 - Hwy 101/Bolsa Rd Motel'
36.98300,-117.35700,43080,301,CDMG,'Death Valley - Grapevine'
36.98700,-121.53600,47381,301,CDMG,'Gilroy #3 - Sewer Farm A'
37.00100,-121.52200,57382,301,CDMG,'Gilroy #4 - San Ysidro School'
37.00100,-122.06000,58135,686,CDMG,'Santa Cruz - UCSC Lick Elect. Shop'
37.02600,-121.48400,57383,464,CDMG,'Gilroy #6 - San Ysidro Microwave Site'
37.03300,-121.43400,57425,301,CDMG,'Gilroy #7 - Mantelli Ranch'
37.05000,-121.80300,57007,464,CDMG,'Corralitos - Eureka Canyon Road'
37.05400,-118.22900,54101,301,CDMG,'Big Pine - Tinemaha Dam Grounds'
37.10600,-120.82500,56012,301,CDMG,'Los Banos'
37.11800,-121.55000,57217,686,CDMG,'Coyote Lake Dam - Southwest Abutment'
37.12400,-121.55100,57504,464,CDMG,'Coyote Lake Dam - Downstream'
37.21000,-121.80300,57563,464,CDMG,'San Joes - Santa Teresa Hills'
37.25500,-122.03100,58065,372,CDMG,'Saratoga - Aloha Ave'
37.28900,-120.45500,56071,301,CDMG,'Merced - Caltrans Yard'
37.32900,-121.93700,57600,301,CDMG,'San Jose - Emory & Bellrose'
37.33800,-121.71400,57191,301,CDMG,'Halls Valley - Grant Park'
37.35400,-121.90400,57604,301,CDMG,'San Jose - Santa Clara Co. Bldg Grounds'
37.35600,-118.98800,54384,372,CDMG,'Lake Edison - Vermilion Dam Grounds'
37.35700,-122.39600,58754,372,CDMG,'Half Moon Bay - Hwy 1/Tunitas Cr. Bridge'
37.36000,-118.39600,54171,301,CDMG,'Bishop - South Street'
37.36000,-122.39500,58964,372,CDMG,'Half Moon Bay - Tunitas Geotech Array'
37.39200,-121.95500,57031,301,CDMG,'Santa Clara - Agnew & Montague'
37.42000,-121.97300,57911,163,CDMG,'Santa Clara - Hwy 237/Alviso Bridge Grds'
37.42900,-122.25800,58127,372,CDMG,'Woodside - Fire Station'
37.43200,-122.16500,58599,372,CDMG,'Stanford - Amphitheatre Grounds'
37.46500,-122.34200,58373,464,CDMG,'Upper Crystal Springs Res. - Skylne(A10)'
37.46900,-121.92700,57950,372,CDMG,'Fremont - Kato & Page'
37.48100,-118.60200,54424,724,CDMG,'Bishop - Paradise Lodge'
37.48400,-122.31300,58378,464,CDMG,'Upper Crystal Springs Res. - Pulgas (A7)'
37.49200,-122.13600,58664,163,CDMG,'Palo Alto - Dumbarton Bridge W. Approach'
37.50200,-119.98500,55067,686,CDMG,'Mariposa - Fire Station'
37.51800,-122.26700,58374,372,CDMG,'Belmont - Quarry Rd (APEEL 3)'
37.52900,-122.36100,58233,724,CDMG,'Lower Crystal Springs Dam'
37.53000,-121.91900,57064,372,CDMG,'Fremont - Mission San Jose'
37.53000,-122.26600,58619,298,CDMG,'Redwood City - Oracle & Shoreway'
37.53500,-122.03000,58665,301,CDMG,'Newark - City Hall Grounds'
37.53600,-122.07400,58663,724,CDMG,'Newark - Dumbarton Bridge Toll Plaza'
37.54500,-122.23100,58375,163,CDMG,'Foster City - Redwood Shores (APEEL 1)'
37.55300,-121.96800,57783,301,CDMG,'Fremont - 3-story Police Dept Bldg'
37.57300,-118.73800,54730,301,CDMG,'Lake Crowley - Hwy 395 Bridge'
37.58800,-118.70300,54933,724,CDMG,'Lake Crowley - Long Valley Dam Downstrm'
37.61400,-118.83100,54099,301,CDMG,'Mammoth Lakes - Convict Creek'
37.62200,-122.39800,58223,298,CDMG,'San Francisco Airport - Engrng Svcs'
37.62300,-122.13000,58376,163,CDMG,'Hayward - Pt Eden Way (APEEL 1E)'
37.63900,-122.39600,58662,298,CDMG,'San Francisco Airport - North Access Rd'
37.64100,-118.96300,54482,372,CDMG,'Mammoth Lakes - High School Grnds (Tmp)'
37.65700,-122.06100,58219,724,CDMG,'Hayward - CSUH Stadium Grounds'
37.65700,-122.08200,58393,372,CDMG,'Hayward - Muir School (APEEL 2E)'
37.66200,-118.39800,54428,301,CDMG,'Chalfant - Zack Ranch'
37.66600,-121.03600,57011,301,CDMG,'Modesto - Jr. College West'
37.67000,-122.09000,58653,372,CDMG,'Hayward - BART Station Grounds A'
37.67500,-122.38800,58539,298,CDMG,'South San Francisco - Sierra Pt Grounds'
37.68000,-122.05100,58637,724,CDMG,'Hayward - Fairview School (APEEL 4E)'
37.69100,-122.09800,58658,724,CDMG,'Hayward - Hwy 580/238 Interchange Bridge'
37.71500,-122.20400,58931,298,CDMG,'Oakland - Airport Grounds'
37.74000,-122.43200,58130,724,CDMG,'San Francisco - Diamond Heights'
37.75300,-121.77300,57528,301,CDMG,'Livermore - Fagundes Ranch'
37.76600,-121.42100,57458,301,CDMG,'Tracy - Sewage Plant A'
37.77800,-122.51300,58132,724,CDMG,'San Francisco - Cliff House'
37.78300,-119.07500,55429,686,CDMG,'June Lake - Fire Station'
37.78600,-122.39100,58151,724,CDMG,'San Francisco - Rincon Hill'
37.78700,-122.38800,58961,298,CDMG,'San Francisco - Bay Bridge Geotech Array'
37.79000,-122.42900,58131,724,CDMG,'San Francisco - Pacific Heights'
37.79200,-122.45700,58222,464,CDMG,'San Francisco - Presidio'
37.80300,-122.40800,58133,724,CDMG,'San Francisco - Telegraph Hill'
37.80600,-122.47400,58716,301,CDMG,'San Francisco - Golden Gate Br Sth Grnds'
37.80700,-122.36100,58163,724,CDMG,'Yerba Buena Island'
37.80900,-122.27900,58337,301,CDMG,'Oakland - 11-story Residential Bldg'
37.81300,-122.31400,58472,298,CDMG,'Oakland - Outer Harbor Wharf'
37.81800,-118.47500,54100,301,CDMG,'Benton'
37.82100,-122.23400,58790,724,CDMG,'Piedmont - Jr. High School Grounds A'
37.82200,-122.31900,58932,298,CDMG,'Oakland - Bay Bridge Grounds'
37.82200,-122.52700,58043,724,CDMG,'Point Bonita'
37.82500,-122.37300,58117,163,CDMG,'Treasure Island - Fire Station'
37.87600,-122.24900,58471,686,CDMG,'Berkeley - Lawrence Berkeley Lab'
37.93500,-122.34200,58505,301,CDMG,'Richmond - City Hall Grounds'
37.94000,-119.19000,55031,686,CDMG,'Lee Vining - Tioga Pass'
37.94900,-122.53500,58905,301,CDMG,'San Rafael - Marin Hospital Grounds'
37.96000,-121.80000,67751,464,CDMG,'Pittsburg - Keller Canyon'
37.96900,-122.52300,58565,163,CDMG,'San Rafael - 2nd & Lincoln'
37.97200,-121.82900,57426,464,CDMG,'Antioch - Contra Loma Park'
37.97300,-122.03600,58667,301,CDMG,'Concord - Clayton & Ellis'
37.97800,-122.32900,58558,464,CDMG,'Richmond - Hilltop Mall Grounds'
37.98000,-121.31200,57062,301,CDMG,'Stockton - Univ of Pacific'
38.01400,-121.81400,67557,301,CDMG,'Antioch - 6th & H St.'
38.03400,-120.38600,66527,686,CDMG,'Columbia - Community College Grounds'
38.03900,-121.89800,67587,163,CDMG,'Pittsburg - Riverview Park'
38.04300,-122.79700,68003,301,CDMG,'Olema - Point Reyes Station'
38.25500,-119.22000,65500,301,CDMG,'Bridgeport'
38.26200,-122.04800,68045,301,CDMG,'Fairfield - Pennsylvania & Travis'
38.27000,-122.27600,68150,301,CDMG,'Napa - Napa College'
38.31100,-123.05200,69039,301,CDMG,'Bodega Head - Doran Beach'
38.34800,-121.96300,67068,301,CDMG,'Vacaville - Irrigation District/Rock'
38.35000,-122.71000,68797,301,CDMG,'Rohnert Park - Hwy 101 Geotech Array'
38.43800,-122.70800,68491,301,CDMG,'Santa Rosa - Hendley & Tupper'
38.47100,-122.72600,68676,301,CDMG,'Santa Rosa - Hwy 101 & Bicentennial'
38.51500,-123.24300,69044,372,CDMG,'Fort Ross'
38.51600,-119.47900,65097,301,CDMG,'Walker'
38.53800,-122.23200,68034,724,CDMG,'Lake Berryessa - Spanish Flat'
38.57300,-121.50000,67942,301,CDMG,'Sacramento - 7th & Q'
38.57400,-121.58200,67972,301,CDMG,'West Sacramento - I80/Yolo Causeway'
38.70100,-123.42600,69037,464,CDMG,'Sea Ranch - Fire Station'
38.77100,-119.81500,65398,301,CDMG,'Woodfords'
38.86000,-120.01900,66038,372,CDMG,'Meyers - South Lake Tahoe'
38.91200,-122.76500,68035,686,CDMG,'Kelseyville - Red Hills Fire Sta'
38.95000,-123.10000,69760,464,CDMG,'Hopland - Hwy 101/Railroad Bridge'
38.95300,-123.73600,69001,372,CDMG,'Point Arena'
38.97800,-120.10100,66360,686,CDMG,'Lake Tahoe - Bliss Park'
39.14900,-121.57700,77056,464,CDMG,'Marysville'
39.16000,-122.15300,78061,301,CDMG,'Williams - CHP'
39.18500,-123.23200,79344,464,CDMG,'Ukiah - Meyers Ranch'
39.20000,-121.79300,77008,464,CDMG,'Sutter Buttes'
39.21600,-123.76700,79683,464,CDMG,'Albion - Hwy 1/Salmon Creek Bridge'
39.31800,-120.14500,76054,372,CDMG,'Truckee - Airport'
39.34700,-123.31800,79347,464,CDMG,'Willits - CDF Fire Station'
39.36800,-120.11400,76741,724,CDMG,'Truckee - I80/Truckee River Bridge'
39.39200,-123.34000,79345,301,CDMG,'Willits - Rutler Ranch'
39.39300,-121.14100,77756,686,CDMG,'Nevada City - New Bullards Bar Dam'
39.42000,-121.51000,77317,464,CDMG,'Palermo - Harris Ranch'
39.42400,-121.52100,77316,464,CDMG,'Oroville - Johnson Ranch'
39.43600,-121.54400,77350,464,CDMG,'Palermo - Fire Station'
39.45200,-123.80300,79016,372,CDMG,'Fort Bragg'
39.45300,-121.46400,77351,686,CDMG,'Oroville - Gray Ranch'
39.51100,-121.50300,77352,686,CDMG,'Oroville - Park & Rec District'
39.58600,-120.36800,76140,301,CDMG,'Sierraville'
39.65500,-122.72200,78342,724,CDMG,'Alder Springs - USFS'
39.70600,-123.30100,79325,464,CDMG,'Dos Rios'
39.71700,-121.81700,77057,372,CDMG,'Chico'
39.72800,-121.68000,77058,464,CDMG,'Paradise - Skyway Rd'
39.74000,-123.81500,79042,301,CDMG,'Rockport'
39.80600,-123.24700,79036,301,CDMG,'Covelo - Fire Station'
39.84900,-123.70100,79757,464,CDMG,'Leggett - Cedar Creek Bridge'
39.85000,-123.70000,79761,464,CDMG,'Leggett - Big Dann Bridge'
40.02600,-124.06900,89530,464,CDMG,'Shelter Cove - Airport'
40.03600,-120.21200,86111,686,CDMG,'Doyle - Meadowview Station'
40.10800,-120.21600,86141,301,CDMG,'Herlong - Garnier Ranch'
40.18700,-122.20300,88060,301,CDMG,'Red Bluff - Fairgrounds'
40.24800,-121.14400,87053,686,CDMG,'Lake Almanor - Fire Station'
40.27300,-120.11700,86113,301,CDMG,'Herlong - Sierra Ordinance Depot'
40.32400,-124.28600,89156,301,CDMG,'Petrolia'
40.32500,-124.28500,89101,301,CDMG,'Petrolia - Fire Station'
40.34800,-124.35200,89005,464,CDMG,'Cape Mendocino'
40.50000,-120.55600,86265,686,CDMG,'Susanville'
40.50300,-124.09900,89324,301,CDMG,'Rio Dell - Hwy 101/Painter St. Overpass'
40.50900,-124.11800,89973,301,CDMG,'Rio Dell - Hwy 101/Eel River Bridge'
40.53700,-121.56300,87050,724,CDMG,'Lassen National Park'
40.57500,-122.38200,88059,301,CDMG,'Redding - Cypress Fire Sta'
40.58400,-124.14500,89486,464,CDMG,'Fortuna - 701 S. Fortuna Blvd.'
40.71800,-122.42200,88024,686,CDMG,'Shasta Dam - Right Abutment'
40.78400,-124.14200,89781,464,CDMG,'Eureka - Harris & Dolbeer'
40.80200,-124.16300,89327,464,CDMG,'Eureka - 5th & H Federal Bldg.'
40.80200,-124.14800,89509,301,CDMG,'Eureka - Myrtle & West Avenue'
40.94100,-123.63100,89146,724,CDMG,'Willow Creek'
40.95700,-124.11500,89708,372,CDMG,'Arcata - Hwy 101/Murray Road Bridge'
40.98200,-122.70900,88048,372,CDMG,'Trinity Center'
41.00900,-121.64800,97049,686,CDMG,'McArthur - Burney Falls State Park'
41.05200,-121.40200,97019,301,CDMG,'McArthur - Fairgrounds'
41.13700,-124.15000,99640,372,CDMG,'Patricks Point - State Park'
41.23300,-120.50300,96142,301,CDMG,'Likely - Fire Station'
41.38700,-123.48900,99145,301,CDMG,'Somes Bar - Ranger Station'
41.50500,-120.24800,96115,724,CDMG,'Cedarville - Cedar Pass'
41.55200,-120.01800,96114,301,CDMG,'Cedarville - Surprise Valley'
41.56400,-121.92500,97397,686,CDMG,'Tennant'
41.70200,-122.64100,98143,301,CDMG,'Yreka'
41.71400,-121.50500,97442,686,CDMG,'Lava Beds National Momument'
41.76500,-124.19300,99017,372,CDMG,'Crescent City - Fairgrounds'
41.79700,-123.37400,99144,301,CDMG,'Happy Camp - Ranger Station'
41.87200,-120.29100,96112,686,CDMG,'Buck Creek - Ranger Station'
34.84845,-119.22497,ABL,724,SCSN,'MOUNT ABEL'
34.55581,-117.41804,ADL,301,SCSN,'ADELANTO'
34.55046,-117.43391,ADO,301,SCSN,'Adelanto Receiving Station'
33.63838,-116.40110,AGA,686,SCSN,'Agave Hill'
34.14647,-118.76699,AGO,301,SCSN,'AGOURA'
34.01953,-118.28377,ALH,301,SCSN,'ALUMNI HOUSE, USC'
34.68708,-118.29946,ALP,301,SCSN,'ANTELOPE'
35.06172,-116.62887,ALV,686,SCSN,'Alvord Mtn'
36.39782,-116.47499,AMR,372,SCSN,'AMARGOSA, CAL'
33.14140,-115.25493,AMS,372,SCSN,'AMOS'
34.00431,-117.60540,ARB,301,SCSN,'ARCHIBALD RANCH'
36.08370,-117.48060,ARG,686,SCSN,'ARGUS RANGE'
35.12687,-118.83008,ARV,464,SCSN,'ARVIN'
33.62080,-116.46640,ASBS,686,SCSN,'ASBESTOS MOUNTAIN'
34.21980,-117.90121,AZU,724,SCSN,'AZUSA'
33.61220,-117.04060,BAC,724,SCSN,'BACHELOR MOUNTAIN'
35.34413,-119.10430,BAK,301,SCSN,'CALSTATE BAKERSFIELD'
34.30764,-118.96713,BAL,464,SCSN,'BALCOM CANYON RD'
32.68005,-116.67215,BAR,686,SCSN,'BARRETT'
33.45828,-115.84153,BAT,301,SCSN,'BAT CAVE BUTTE'
34.19551,-118.35340,BBA,301,SCSN,'BURBANK AIRPORT'
33.35262,-115.73325,BBB,372,SCSN,'BOMBAY BEACH'
34.24170,-116.90914,BBC,301,SCSN,'BIG BEAR'
34.26230,-116.92075,BBR,301,SCSN,'Big Bear Solar Observatory'
33.92139,-116.98085,BBS,464,SCSN,'Beaumont Base'
33.65702,-115.46202,BC2,686,SCSN,'BIG CHUCKAWALLA MTNS'
33.65480,-115.45310,BC3,686,SCSN,'BIG CHUCKAWALLA MTNS'
33.57508,-117.26119,BCC,372,SCSN,'Bear Creek Country Club'
35.18542,-120.08522,BCH,724,SCSN,'BRANCH MTN'
32.72492,-115.04475,BCK,301,SCSN,'BROCKS FARM'
34.41250,-119.36117,BCL,464,SCSN,'CASITAS LAKE'
33.65539,-115.44877,BCM,686,SCSN,'BIG CHUCKWALLA MTN.'
34.00060,-115.99820,BEL,686,SCSN,'BELLE MOUNTAIN, JOSHUA TREE NA'
37.71550,-118.57330,BEN,464,SCSN,'Benton'
34.27886,-116.61597,BHM,724,SCSN,'BIG HORN MOUNTAIN'
35.26930,-116.07030,BKR,301,SCSN,'BAKER'
34.06970,-116.38890,BLA,372,SCSN,'BlackRock Canyon Campground'
34.24356,-118.67312,BLC,724,SCSN,'BLACK CANYON'
35.08867,-117.21975,BLK,301,SCSN,'BLACK MTN'
34.40686,-117.72778,BLU,724,SCSN,'BLUE RIDGE'
33.75673,-114.58642,BMM,686,SCSN,'BIG MARIA MTNS.'
35.13641,-118.59723,BMT,686,SCSN,'BEAR MTN'
32.69732,-115.26902,BON,301,SCSN,'BONDS CORNER'
